fuzzy_name	season	compound_mean_mean	compound_mean_std	user_count	Player	From	To	Pos_x	Ht	Wt	Birth Date	Colleges	Race	Rk	Pos_y	Age	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRBP	ASTP	STLP	BLKP	TOV%	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	Tm	FG	FGA	FG%	3P	3PA	ThreePP	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PPG	year	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	experience	youth	oldness	white_black_diff	height_dummies
juan hernangomez	2017	0.16429543478260875	0.4553739417670583	92	juan hernangomez	2017	2018	F	81	230	28-Sep-95		W	211	PF	22	25	277	9.7	0.511	0.667	0.16	7.4	14.6	11.0	5.9	1.1	0.9	10.1	14.0	0.2	0.1	0.4	0.061	-1.0	-2.2	-3.3	-0.1	DEN	1.2	3.0	0.387	0.6	2.0	0.28	0.6	1.0	0.6	0.48	0.4	0.5	0.833	0.7	1.4	2.2	0.5	0.2	0.1	0.4	1.0	3.3	2018	46	2752056	81.9	5.6	0.5638	1	4.381465517241381	0.0	76.30000000000001	tall
julius randle	2015	0.10859990886212566	0.4219395423062255	399	julius randle	2015	2018	F-C	81	250	29-Nov-94	University of Kentucky	B	367	PF	21	81	2286	13.9	0.48200000000000004	0.043	0.32299999999999995	7.8	32.0	19.5	11.0	1.2	1.0	13.5	21.2	-0.3	1.9	1.6	0.035	-3.7	0.0	-3.6	-0.9	LAL	4.4	10.3	0.429	0.1	0.4	0.278	4.3	9.9	0.436	0.435	2.4	3.3	0.715	2.1	8.1	10.2	1.8	0.7	0.4	1.8	3.0	11.3	2016	17	13189366	55.0	6.7	0.4802	1	5.381465517241381	0.0	48.3	tall
julius randle	2016	0.11042716031865908	0.42011433584786817	409	julius randle	2015	2018	F-C	81	250	29-Nov-94	University of Kentucky	B	370	PF	22	74	2132	16.3	0.5429999999999999	0.08199999999999999	0.365	7.4	25.8	16.3	19.3	1.1	1.4	16.2	21.4	2.0	1.5	3.5	0.08	-0.8	0.7	0.0	1.1	LAL	5.1	10.4	0.488	0.2	0.9	0.27	4.9	9.6	0.507	0.499	2.8	3.8	0.723	2.0	6.6	8.6	3.6	0.7	0.5	2.3	3.4	13.2	2017	26	13189366	55.0	6.7	0.4802	2	4.381465517241381	0.0	48.3	tall
julius randle	2017	0.12352495269565898	0.3804003841498698	1512	julius randle	2015	2018	F-C	81	250	29-Nov-94	University of Kentucky	B	420	C	23	82	2190	19.9	0.606	0.05	0.47	8.9	22.8	15.9	15.8	0.9	1.7	16.3	25.3	4.0	2.6	6.6	0.145	0.4	0.6	0.9	1.6	LAL	6.1	11.0	0.5579999999999999	0.1	0.5	0.222	6.0	10.5	0.575	0.563	3.7	5.2	0.718	2.2	5.8	8.0	2.6	0.5	0.5	2.6	3.3	16.1	2018	42	13189366	55.0	6.7	0.4802	3	3.381465517241381	0.0	48.3	tall
julyan stone	2017	0.08771344973544978	0.4807009809462454	315	julyan stone	2012	2018	G	78	200	7-Dec-88	University of Texas at El Paso	B	465	SG	29	23	175	7.6	0.684	1.0	0.154	0.6	17.6	9.0	19.2	1.1	1.0	33.5	5.2	0.2	0.2	0.3	0.087	-2.1	0.3	-1.8	0.0	CHO	0.3	0.6	0.462	0.3	0.6	0.462	0.0	0.0		0.6920000000000001	0.0	0.1	0.5	0.0	1.2	1.3	1.1	0.2	0.1	0.3	0.9	0.8	2018	36	2381152	68.4	22.2	0.2987	6	0.0	2.618534482758619	46.2	medium
justin patton	2017	0.17510519841269845	0.39686778698590885	70	justin patton	2018	2018	C	83	229	14-Jun-97	Creighton University	B	394	C	20	1	4	19.8	0.5	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	22.1	0.0	0.0	0.0	0.151	-0.7	4.0	3.3	0.0	MIN	1.0	2.0	0.5	0.0	0.0	0.3191177829099309	1.0	2.0	0.5	0.5	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2018	47	3488436	80.3	7.8	0.3531	0	6.381465517241381	0.0	72.5	tall
justise winslow	2015	0.17663115497076012	0.43221639937871376	190	justise winslow	2016	2018	F	79	225	26-Mar-96	Duke University	B	464	SF	19	78	2232	8.4	0.489	0.251	0.253	4.2	15.8	10.2	7.4	1.6	0.9	15.6	12.5	-0.2	2.7	2.5	0.054000000000000006	-2.2	1.6	-0.6	0.8	MIA	2.5	5.9	0.42200000000000004	0.4	1.5	0.276	2.1	4.4	0.47100000000000003	0.457	1.0	1.5	0.684	1.0	4.1	5.2	1.5	0.9	0.3	1.2	2.4	6.4	2016	48	5926955	71.1	21.4	0.2956	0	7.381465517241381	0.0	49.699999999999996	medium
justise winslow	2016	0.17663115497076012	0.43221639937871376	190	justise winslow	2016	2018	F	79	225	26-Mar-96	Duke University	B	472	SF	20	18	625	8.2	0.39899999999999997	0.156	0.209	4.0	12.7	8.3	15.5	2.1	0.8	11.8	19.8	-0.9	0.8	-0.1	-0.009000000000000001	-4.0	1.2	-2.8	-0.1	MIA	4.4	12.5	0.35600000000000004	0.4	1.9	0.2	4.1	10.6	0.384	0.371	1.6	2.6	0.617	1.3	3.9	5.2	3.7	1.4	0.3	1.8	2.9	10.9	2017	41	5926955	71.1	21.4	0.2956	1	6.381465517241381	0.0	49.699999999999996	medium
justise winslow	2017	0.17540206917806242	0.42813442702365145	453	justise winslow	2016	2018	F	79	225	26-Mar-96	Duke University	B	526	PF	21	68	1680	11.5	0.496	0.264	0.213	4.3	20.4	12.3	13.0	1.6	1.7	12.6	16.3	0.2	2.4	2.6	0.075	-2.7	1.7	-1.0	0.4	MIA	3.0	7.2	0.424	0.7	1.9	0.38	2.3	5.3	0.44	0.474	1.0	1.5	0.635	0.9	4.5	5.4	2.2	0.8	0.5	1.1	2.1	7.8	2018	44	5926955	71.1	21.4	0.2956	2	5.381465517241381	0.0	49.699999999999996	medium
jusuf nurkic	2015	0.15700754032656347	0.3992896913373508	564	jusuf nurkic	2015	2018	C	84	280	23-Aug-94		W	333	C	21	32	547	16.0	0.46	0.012	0.409	12.9	22.7	17.7	12.3	2.2	6.5	16.1	27.2	-0.5	0.9	0.4	0.031	-4.1	2.8	-1.3	0.1	DEN	3.2	7.6	0.41700000000000004	0.0	0.1	0.0	3.2	7.5	0.423	0.41700000000000004	1.9	3.1	0.616	2.0	3.4	5.5	1.3	0.8	1.4	1.7	2.8	8.2	2016	33	2752056	81.9	5.6	0.5638	1	5.381465517241381	0.0	76.30000000000001	tall
jusuf nurkic	2016	0.15700754032656347	0.3992896913373508	564	jusuf nurkic	2015	2018	C	84	280	23-Aug-94		W	333	C	22	65	1391	17.5	0.528	0.002	0.39299999999999996	12.3	24.8	18.6	13.9	1.8	4.2	18.6	23.9	0.2	1.8	2.0	0.068	-2.3	2.2	-0.2	0.6	DEN	4.2	8.2	0.507	0.0	0.0	0.0	4.2	8.2	0.508	0.507	1.8	3.2	0.5710000000000001	2.4	4.8	7.2	1.9	0.8	1.1	2.2	2.5	10.2	2017	40	2752056	81.9	5.6	0.5638	2	4.381465517241381	0.0	76.30000000000001	tall
jusuf nurkic	2017	0.08388114565283127	0.42028711073883657	667	jusuf nurkic	2015	2018	C	84	280	23-Aug-94		W	374	C	23	79	2088	19.2	0.528	0.006999999999999999	0.287	10.0	26.9	18.5	11.7	1.5	4.3	14.6	26.4	0.8	3.9	4.7	0.10800000000000001	-2.6	2.8	0.3	1.2	POR	6.1	12.0	0.505	0.0	0.1	0.0	6.1	11.9	0.508	0.505	2.2	3.5	0.63	2.4	6.6	9.0	1.8	0.8	1.4	2.3	3.1	14.3	2018	49	2351319	81.9	2.8	0.5833	3	3.381465517241381	0.0	79.10000000000001	tall
karl-anthony towns	2015	0.11308457384906559	0.4288788523159756	492	karl-anthony towns	2016	2018	C-F	84	244	15-Nov-95	University of Kentucky	B	430	C	20	82	2627	22.5	0.59	0.076	0.239	10.3	27.5	19.0	11.3	1.1	4.3	12.6	24.9	5.5	2.8	8.3	0.151	1.6	1.1	2.8	3.2	MIN	7.6	14.1	0.542	0.4	1.1	0.341	7.3	13.0	0.5589999999999999	0.555	2.7	3.4	0.8109999999999999	2.8	7.7	10.5	2.0	0.7	1.7	2.2	3.0	18.3	2016	29	3488436	80.3	7.8	0.3531	0	6.381465517241381	0.0	72.5	tall
karl-anthony towns	2016	0.11308457384906559	0.4288788523159756	492	karl-anthony towns	2016	2018	C-F	84	244	15-Nov-95	University of Kentucky	B	433	C	21	82	3030	25.9	0.618	0.18600000000000003	0.289	11.2	27.8	19.4	13.2	0.9	2.9	11.3	27.5	9.9	2.8	12.7	0.201	4.7	0.2	4.9	5.3	MIN	9.8	18.0	0.542	1.2	3.4	0.36700000000000005	8.5	14.7	0.5820000000000001	0.5760000000000001	4.3	5.2	0.8320000000000001	3.6	8.7	12.3	2.7	0.7	1.3	2.6	2.9	25.1	2017	31	3488436	80.3	7.8	0.3531	1	5.381465517241381	0.0	72.5	tall
karl-anthony towns	2017	0.10565618376515105	0.42612894994302697	847	karl-anthony towns	2016	2018	C-F	84	244	15-Nov-95	University of Kentucky	B	483	C	22	82	2918	24.9	0.6459999999999999	0.243	0.34299999999999997	9.3	30.9	20.0	10.8	1.1	3.5	10.5	22.9	10.6	3.4	14.0	0.23	4.4	1.1	5.5	5.5	MIN	7.8	14.3	0.545	1.5	3.5	0.42100000000000004	6.3	10.8	0.585	0.596	4.2	4.9	0.858	2.9	9.4	12.3	2.4	0.8	1.4	1.9	3.5	21.3	2018	47	3488436	80.3	7.8	0.3531	2	4.381465517241381	0.0	72.5	tall
kawhi leonard	2015	0.17354186115673192	0.3761376710486946	3581	kawhi leonard	2012	2018	F	79	230	29-Jun-91	San Diego State University	B	263	SF	24	72	2380	26.0	0.616	0.267	0.306	4.7	18.4	11.8	13.0	2.8	2.3	7.8	25.8	8.3	5.5	13.7	0.27699999999999997	5.5	2.8	8.3	6.2	SAS	7.7	15.1	0.506	1.8	4.0	0.44299999999999995	5.9	11.1	0.528	0.565	4.1	4.6	0.8740000000000001	1.3	5.5	6.8	2.6	1.8	1.0	1.5	1.8	21.2	2016	67	2332345	80.1	6.7	0.1349	4	2.381465517241381	0.0	73.39999999999999	medium
kawhi leonard	2016	0.172794550584804	0.3754361210878883	3685	kawhi leonard	2012	2018	F	79	230	29-Jun-91	San Diego State University	B	261	SF	25	74	2474	27.6	0.61	0.295	0.406	3.7	15.7	9.8	18.9	2.7	1.8	9.1	31.1	8.9	4.7	13.6	0.264	6.4	1.5	7.9	6.2	SAS	8.6	17.7	0.485	2.0	5.2	0.38	6.6	12.5	0.529	0.541	6.3	7.2	0.88	1.1	4.7	5.8	3.5	1.8	0.7	2.1	1.6	25.5	2017	61	2332345	80.1	6.7	0.1349	5	1.3814655172413808	0.0	73.39999999999999	medium
kawhi leonard	2017	0.15522897021434784	0.3553876906177831	4725	kawhi leonard	2012	2018	F	79	230	29-Jun-91	San Diego State University	B	293	SF	26	9	210	26.0	0.5720000000000001	0.315	0.342	3.1	19.1	11.1	17.7	4.3	3.6	11.1	30.6	0.3	0.5	0.9	0.196	2.7	3.2	5.9	0.4	SAS	5.8	12.3	0.46799999999999997	1.2	3.9	0.314	4.6	8.4	0.539	0.518	3.4	4.2	0.816	0.7	4.0	4.7	2.3	2.0	1.0	1.8	1.0	16.2	2018	47	2332345	80.1	6.7	0.1349	6	0.3814655172413808	0.0	73.39999999999999	medium
kay felder	2016	0.1665011161662118	0.3877078139159437	157	kay felder	2017	2018	G	69	176	29-Mar-95	Oakland University	B	132	PG	21	42	386	11.4	0.462	0.139	0.31	0.9	10.5	5.9	22.7	2.3	1.5	14.3	24.2	-0.3	0.4	0.1	0.008	-4.8	-1.2	-6.0	-0.4	CLE	1.5	3.8	0.392	0.2	0.5	0.318	1.3	3.2	0.40399999999999997	0.415	0.8	1.2	0.7140000000000001	0.1	0.9	1.0	1.4	0.4	0.2	0.7	0.9	4.0	2017	51	2061630	74.0	20.0	0.3499	0	5.381465517241381	0.0	54.0	short
kay felder	2017	0.14183675595238096	0.45959828195416175	112	kay felder	2017	2018	G	69	176	29-Mar-95	Oakland University	B	156	PG	22	16	140	3.6	0.379	0.271	0.171	2.3	12.0	6.9	22.0	1.0	0.6	17.5	28.4	-0.6	0.1	-0.5	-0.175	-8.6	-3.8	-12.4	-0.4	CHI	1.3	4.4	0.3	0.3	1.2	0.21100000000000002	1.1	3.2	0.33299999999999996	0.32899999999999996	0.7	0.8	0.917	0.2	0.9	1.1	1.3	0.2	0.1	1.0	0.7	3.6	2018	27	9528396	66.3	16.9	0.5296	1	4.381465517241381	0.0	49.4	short
kelly olynyk	2015	-0.042416859698681704	0.46473712859598154	590	kelly olynyk	2014	2018	C-F	84	238	19-Apr-91	Gonzaga University	W	339	C	24	69	1395	16.3	0.561	0.37799999999999995	0.23	5.4	16.2	10.7	11.9	1.8	1.8	10.8	20.9	2.1	2.0	4.1	0.141	0.8	0.4	1.2	1.1	BOS	3.7	8.1	0.455	1.2	3.0	0.405	2.4	5.0	0.486	0.531	1.4	1.9	0.75	1.0	3.0	4.1	1.5	0.8	0.5	1.1	2.4	10.0	2016	48	4728844	77.3	8.0	0.3815	2	2.381465517241381	0.0	69.3	tall
kelly olynyk	2016	-0.03934056777726676	0.4657873343444973	593	kelly olynyk	2014	2018	C-F	84	238	19-Apr-91	Gonzaga University	W	340	C	25	75	1538	15.3	0.603	0.37799999999999995	0.242	5.3	20.7	13.1	15.2	1.4	1.5	14.6	19.0	2.2	1.9	4.1	0.127	0.1	0.5	0.7	1.0	BOS	3.5	6.8	0.512	0.9	2.6	0.354	2.6	4.2	0.608	0.579	1.2	1.6	0.732	1.0	3.8	4.8	2.0	0.6	0.4	1.3	2.8	9.0	2017	53	4728844	77.3	8.0	0.3815	3	1.3814655172413808	0.0	69.3	tall
kelly olynyk	2017	0.010282540064102579	0.45619203356767873	416	kelly olynyk	2014	2018	C-F	84	238	19-Apr-91	Gonzaga University	W	383	PF	26	76	1779	17.8	0.612	0.44	0.27399999999999997	5.6	21.6	13.6	18.7	1.7	1.7	17.1	21.7	2.8	2.7	5.5	0.14800000000000002	1.6	1.3	2.9	2.2	MIA	4.2	8.4	0.49700000000000005	1.4	3.7	0.379	2.8	4.7	0.59	0.58	1.8	2.3	0.77	1.2	4.5	5.7	2.7	0.8	0.5	1.9	2.9	11.5	2018	44	5926955	71.1	21.4	0.2956	4	0.3814655172413808	0.0	49.699999999999996	tall
kelly oubre	2015	0.0634626897570833	0.4300801144533764	371	kelly oubre	2016	2018	F	79	205	9-Dec-95	University of Kansas	B	340	SF	20	63	671	8.2	0.507	0.374	0.23199999999999998	4.1	18.4	11.1	2.8	1.6	0.8	12.8	17.4	-0.3	0.7	0.4	0.031	-4.3	-1.6	-5.8	-0.7	WAS	1.4	3.3	0.42700000000000005	0.4	1.3	0.316	1.0	2.1	0.49200000000000005	0.486	0.5	0.8	0.633	0.4	1.7	2.1	0.2	0.3	0.1	0.5	1.6	3.7	2016	41	6011752	55.1	25.4	0.3622	0	6.381465517241381	0.0	29.700000000000003	medium
kelly oubre	2016	0.0634626897570833	0.4300801144533764	371	kelly oubre	2016	2018	F	79	205	9-Dec-95	University of Kansas	B	343	SF	21	79	1605	9.1	0.516	0.425	0.22399999999999998	4.3	14.0	9.2	4.0	1.8	0.9	9.3	14.6	0.6	1.5	2.0	0.061	-1.8	-0.5	-2.3	-0.1	WAS	2.4	5.6	0.42100000000000004	0.7	2.4	0.287	1.7	3.2	0.52	0.48200000000000004	0.9	1.3	0.758	0.8	2.5	3.3	0.6	0.7	0.2	0.6	2.5	6.3	2017	49	6011752	55.1	25.4	0.3622	1	5.381465517241381	0.0	29.700000000000003	medium
kelly oubre	2017	0.083934076576361	0.4494026823431954	522	kelly oubre	2016	2018	F	79	205	9-Dec-95	University of Kansas	B	386	SF	22	81	2231	11.9	0.534	0.467	0.295	3.0	15.4	9.2	6.4	1.8	1.4	9.2	19.4	1.4	2.3	3.7	0.08	-0.8	-0.4	-1.2	0.4	WAS	3.9	9.8	0.40299999999999997	1.6	4.6	0.341	2.4	5.2	0.456	0.48200000000000004	2.4	2.9	0.82	0.7	3.8	4.5	1.2	1.0	0.4	1.1	2.9	11.8	2018	43	6011752	55.1	25.4	0.3622	2	4.381465517241381	0.0	29.700000000000003	medium
kemba walker	2015	0.17473237136334738	0.4234140253103859	583	kemba walker	2012	2018	G	73	172	8-May-90	University of Connecticut	B	445	PG	25	81	2885	20.8	0.5539999999999999	0.368	0.32899999999999996	2.1	11.5	6.8	25.7	2.2	1.1	10.1	26.5	6.3	3.6	9.9	0.165	4.0	0.0	4.0	4.4	CHO	7.0	16.4	0.42700000000000005	2.2	6.0	0.371	4.8	10.4	0.45899999999999996	0.495	4.6	5.4	0.847	0.7	3.7	4.4	5.2	1.6	0.5	2.1	1.4	20.9	2016	48	2381152	68.4	22.2	0.2987	4	1.3814655172413808	0.0	46.2	medium
kemba walker	2016	0.17473237136334738	0.4234140253103859	583	kemba walker	2012	2018	G	73	172	8-May-90	University of Connecticut	B	451	PG	26	79	2739	21.3	0.569	0.415	0.248	1.8	10.6	6.2	29.1	1.6	0.7	9.5	29.2	5.9	2.2	8.1	0.142	5.3	-1.7	3.6	3.9	CHO	8.1	18.3	0.444	3.0	7.6	0.39899999999999997	5.1	10.7	0.47600000000000003	0.527	3.8	4.5	0.847	0.6	3.3	3.9	5.5	1.1	0.3	2.1	1.5	23.2	2017	36	2381152	68.4	22.2	0.2987	5	0.3814655172413808	0.0	46.2	medium
kemba walker	2017	0.1574475570736935	0.4003621567773326	1793	kemba walker	2012	2018	G	73	172	8-May-90	University of Connecticut	B	497	PG	27	80	2736	20.6	0.5720000000000001	0.441	0.308	1.2	8.7	4.9	27.4	1.6	0.7	10.4	27.4	6.5	2.0	8.5	0.15	5.1	-1.9	3.2	3.6	CHO	7.4	17.0	0.431	2.9	7.5	0.384	4.5	9.5	0.469	0.516	4.5	5.3	0.8640000000000001	0.4	2.7	3.1	5.6	1.1	0.3	2.2	1.2	22.1	2018	36	2381152	68.4	22.2	0.2987	6	0.0	0.6185344827586192	46.2	medium
kendrick perkins	2015	0.1231635239702718	0.4274162533234075	315	kendrick perkins	2004	2018	C	82	270	10-Nov-84		B	353	C	31	37	542	6.0	0.529	0.0	0.33299999999999996	4.9	21.8	13.1	7.9	1.0	1.7	32.3	10.4	-0.4	0.4	-0.1	-0.006999999999999999	-5.6	1.3	-4.3	-0.3	NOP	1.1	2.0	0.5329999999999999	0.0	0.0	0.3191177829099309	1.1	2.0	0.5329999999999999	0.5329999999999999	0.3	0.7	0.44	0.7	2.8	3.5	0.8	0.3	0.3	1.1	1.7	2.5	2016	30	1250247	58.2	34.9	0.66	12	0.0	4.618534482758619	23.300000000000004	tall
kendrick perkins	2017	0.13790624860491046	0.44919179340240317	512	kendrick perkins	2004	2018	C	82	270	10-Nov-84		B	401	C	33	1	15	8.4	0.521	0.0	1.0	0.0	7.4	3.7	17.3	3.3	0.0	25.8	11.4	0.0	0.0	0.0	0.026000000000000002	-4.9	-0.8	-5.7	0.0	CLE	1.0	2.0	0.5	0.0	0.0	0.3191177829099309	1.0	2.0	0.5	0.5	1.0	2.0	0.5	0.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	3.0	2018	50	2061630	74.0	20.0	0.3499	14	0.0	6.618534482758619	54.0	tall
kenneth faried	2015	0.19627984901277584	0.42589994542290677	123	kenneth faried	2012	2018	F	80	228	19-Nov-89	Morehead State University	B	136	PF	26	67	1694	21.0	0.5770000000000001	0.003	0.355	15.1	23.0	19.0	8.1	0.9	2.9	11.2	21.0	4.0	1.5	5.5	0.156	1.0	-0.1	0.9	1.2	DEN	5.2	9.3	0.5579999999999999	0.0	0.0	0.5	5.2	9.3	0.5579999999999999	0.5579999999999999	2.0	3.3	0.613	3.5	5.2	8.7	1.2	0.5	0.9	1.4	2.5	12.5	2016	33	2752056	81.9	5.6	0.5638	4	0.3814655172413808	0.0	76.30000000000001	tall
kenneth faried	2016	0.19627984901277584	0.42589994542290677	123	kenneth faried	2012	2018	F	80	228	19-Nov-89	Morehead State University	B	129	PF	27	61	1296	20.3	0.588	0.013999999999999999	0.45399999999999996	15.8	23.6	19.7	6.3	1.6	2.4	10.6	18.3	3.3	1.2	4.5	0.168	0.9	-0.1	0.8	0.9	DEN	3.7	6.8	0.5479999999999999	0.0	0.1	0.0	3.7	6.7	0.556	0.5479999999999999	2.1	3.1	0.693	3.0	4.6	7.6	0.9	0.7	0.7	1.0	2.0	9.6	2017	40	2752056	81.9	5.6	0.5638	5	0.0	0.6185344827586192	76.30000000000001	tall
kenneth faried	2017	0.1645214255356059	0.41300060763227675	183	kenneth faried	2012	2018	F	80	228	19-Nov-89	Morehead State University	B	154	PF	28	32	461	17.4	0.552	0.006999999999999999	0.345	16.7	20.7	18.7	5.8	1.3	2.4	11.9	18.3	0.9	0.4	1.3	0.132	-1.1	-1.1	-2.3	0.0	DEN	2.4	4.6	0.514	0.0	0.0	0.0	2.4	4.6	0.517	0.514	1.1	1.6	0.706	2.1	2.7	4.8	0.6	0.4	0.4	0.7	1.6	5.9	2018	46	2752056	81.9	5.6	0.5638	6	0.0	1.6185344827586192	76.30000000000001	tall
kent bazemore	2015	0.012333974742284095	0.42590627507363776	139	kent bazemore	2013	2018	G-F	77	201	1-Jul-89	Old Dominion University	B	41	SF	26	75	2083	13.4	0.551	0.42100000000000004	0.20800000000000002	1.5	18.0	9.9	12.7	2.3	1.4	14.8	20.0	0.3	3.8	4.1	0.094	-1.3	1.6	0.3	1.2	ATL	4.3	9.7	0.441	1.5	4.1	0.35700000000000004	2.8	5.6	0.502	0.517	1.6	2.0	0.815	0.4	4.7	5.1	2.3	1.3	0.5	1.8	2.3	11.6	2016	48	5612777	55.1	33.5	0.4212	3	0.3814655172413808	0.0	21.6	medium
kent bazemore	2016	0.012333974742284095	0.42590627507363776	139	kent bazemore	2013	2018	G-F	77	201	1-Jul-89	Old Dominion University	B	35	SF	27	73	1963	11.5	0.504	0.369	0.233	2.6	10.3	6.5	14.2	2.3	2.3	13.6	20.5	-0.6	2.8	2.1	0.052000000000000005	-2.0	1.2	-0.8	0.6	ATL	4.0	9.9	0.409	1.3	3.6	0.34600000000000003	2.8	6.2	0.446	0.473	1.6	2.3	0.708	0.6	2.5	3.2	2.4	1.2	0.7	1.7	2.3	11.0	2017	43	5612777	55.1	33.5	0.4212	4	0.0	0.6185344827586192	21.6	medium
kent bazemore	2017	0.1390065885563713	0.4647433391336226	161	kent bazemore	2013	2018	G-F	77	201	1-Jul-89	Old Dominion University	B	36	SG	28	65	1789	14.5	0.547	0.405	0.297	1.6	13.9	7.7	20.1	2.7	2.2	17.0	22.5	0.2	2.0	2.2	0.059000000000000004	-0.6	1.1	0.4	1.1	ATL	4.4	10.4	0.42	1.7	4.2	0.39399999999999996	2.7	6.2	0.43799999999999994	0.5	2.5	3.1	0.7959999999999999	0.4	3.4	3.8	3.5	1.5	0.7	2.4	2.3	12.9	2018	24	5612777	55.1	33.5	0.4212	5	0.0	1.6185344827586192	21.6	medium
kevin durant	2015	0.09861670555533343	0.3857723043181844	6565	kevin durant	2008	2018	F-G	81	240	29-Sep-88	University of Texas at Austin	B	126	SF	27	72	2578	28.2	0.634	0.348	0.361	2.0	21.8	12.4	24.2	1.3	2.5	13.5	30.6	11.0	3.5	14.5	0.27	7.0	0.9	7.9	6.4	OKC	9.7	19.2	0.505	2.6	6.7	0.387	7.1	12.5	0.569	0.573	6.2	6.9	0.898	0.6	7.6	8.2	5.0	1.0	1.2	3.5	1.9	28.2	2016	55	1337075	74.1	10.2	0.1051	8	0.0	0.6185344827586192	63.89999999999999	tall
kevin durant	2016	0.09698750843142832	0.3855773829145338	6735	kevin durant	2008	2018	F-G	81	240	29-Sep-88	University of Texas at Austin	B	119	PF	28	62	2070	27.6	0.6509999999999999	0.304	0.374	2.2	23.6	13.6	23.1	1.5	3.8	10.4	27.8	8.0	4.0	12.0	0.278	5.4	2.6	8.0	5.2	GSW	8.9	16.5	0.537	1.9	5.0	0.375	7.0	11.5	0.608	0.594	5.4	6.2	0.875	0.6	7.6	8.3	4.8	1.1	1.6	2.2	1.9	25.1	2017	67	4577530	52.1	7.6	0.6444	9	0.0	1.6185344827586192	44.5	tall
kevin durant	2017	0.10574636188603335	0.3797369586063524	10575	kevin durant	2008	2018	F-G	81	240	29-Sep-88	University of Texas at Austin	B	143	PF	29	68	2325	26.0	0.64	0.33799999999999997	0.331	1.6	19.5	11.2	25.5	1.0	4.0	12.9	30.4	7.5	2.9	10.4	0.215	5.0	0.7	5.6	4.5	GSW	9.3	18.0	0.516	2.5	6.1	0.419	6.7	11.9	0.565	0.586	5.3	5.9	0.889	0.5	6.4	6.8	5.4	0.7	1.8	3.0	2.0	26.4	2018	58	4577530	52.1	7.6	0.6444	10	0.0	2.618534482758619	44.5	tall
kevon looney	2015	0.12677236486486484	0.43431181062977314	74	kevon looney	2016	2018	F-C	81	220	6-Feb-96	University of California, Los Angeles	B	269	PF	19	5	21	18.6	0.643	0.28600000000000003	0.0	21.8	29.1	25.6	0.0	0.0	0.0	12.5	16.5	0.1	0.0	0.1	0.192	-1.2	-8.2	-9.5	0.0	GSW	0.8	1.4	0.5710000000000001	0.2	0.4	0.5	0.6	1.0	0.6	0.643	0.0	0.0		0.8	1.2	2.0	0.0	0.0	0.0	0.2	0.4	1.8	2016	73	4577530	52.1	7.6	0.6444	0	7.381465517241381	0.0	44.5	tall
kevon looney	2016	0.12677236486486484	0.43431181062977314	74	kevon looney	2016	2018	F-C	81	220	6-Feb-96	University of California, Los Angeles	B	270	C	20	53	447	13.6	0.5529999999999999	0.084	0.318	11.5	18.5	15.2	8.5	1.6	3.0	12.2	13.4	0.7	0.8	1.4	0.155	-1.4	1.8	0.4	0.3	GSW	1.1	2.0	0.523	0.0	0.2	0.222	1.0	1.8	0.551	0.5329999999999999	0.4	0.6	0.618	0.8	1.5	2.3	0.5	0.3	0.3	0.3	1.2	2.5	2017	67	4577530	52.1	7.6	0.6444	1	6.381465517241381	0.0	44.5	tall
kevon looney	2017	0.193465467410118	0.409691802015221	401	kevon looney	2016	2018	F-C	81	220	6-Feb-96	University of California, Los Angeles	B	301	C	21	66	910	14.8	0.588	0.026000000000000002	0.39899999999999997	11.0	15.2	13.2	6.0	1.8	4.9	12.0	12.5	1.5	1.3	2.8	0.145	-0.9	2.1	1.2	0.7	GSW	1.7	2.9	0.58	0.0	0.1	0.2	1.7	2.8	0.59	0.583	0.6	1.2	0.545	1.3	2.0	3.3	0.6	0.5	0.8	0.5	1.6	4.0	2018	58	4577530	52.1	7.6	0.6444	2	5.381465517241381	0.0	44.5	tall
khris middleton	2015	0.19732414539990747	0.39075197741018547	309	khris middleton	2013	2018	F-G	80	234	12-Aug-91	Texas A&M University	B	300	SG	24	79	2852	16.8	0.56	0.316	0.273	1.8	10.2	6.0	18.9	2.3	0.6	12.3	23.0	4.3	1.8	6.1	0.10300000000000001	2.2	-1.6	0.6	1.9	MIL	6.4	14.5	0.444	1.8	4.6	0.396	4.6	9.9	0.466	0.507	3.5	3.9	0.888	0.6	3.3	3.8	4.2	1.7	0.2	2.3	2.6	18.2	2016	33	1571730	73.8	16.6	0.3745	3	2.381465517241381	0.0	57.199999999999996	tall
