fuzzy_name	year	compound_mean_mean	compound_mean_std	user_count	Player_FO	Tm	position	DYAR	DVOA	TD	z_DYAR	z_DVOA	z_TD	player_join	Player	level_1	start_year	end_year	url	height	weight	birth_date	race	salary	standard_salary	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	experience	youth	oldness	rookie	white_black_diff	height_dummies
james jones	2013	0.08455195402298848	0.3878460380483158	29	J.Jones	GB	wr	110	2.1	3	-0.02033829835517624	0.07724037015865386	-0.4848195443335772	j jones	james jones	6.0	2007.0	2015.0	/players/J/JoneJa04.htm	73.0	208.0	March 31, 1984	B		14.863362723999122	8.0	314555.0	88.0	1.9	-0.108504513832	6.0	0.0	1.411971830985915	False	86.1	tall
james jones	2014	0.2585401960784314	0.41111845288427606	51	J.Jones	OAK	wr	-18	-14.7	6	-0.9396684816584898	-1.0156171833607648	0.3169954108637593	j jones	james jones	7.0	2007.0	2015.0	/players/J/JoneJa04.htm	73.0	208.0	March 31, 1984	B	3800000.0	15.150511624696614	3.0	4577530.0	52.1	7.6	0.6444	7.0	0.0	2.411971830985915	False	44.5	tall
james jones	2015	0.07914221590909093	0.4311540836455514	88	J.Jones	GB	wr	206	13.6	8	0.6693505509723939	0.7274279809108535	0.8643179271590661	j jones	james jones	8.0	2007.0	2015.0	/players/J/JoneJa04.htm	73.0	208.0	March 31, 1984	B	585000.0	13.279367126213991	10.0	314555.0	88.0	1.9	-0.108504513832	8.0	0.0	3.411971830985915	False	86.1	tall
jared cook	2013	-0.07218	0.405244987082574	10	J.Cook	STL	te	58	2.8	5	0.19531093876162373	-0.04945721237970775	0.28618450780954624	j cook	jared cook	4.0	2009.0	2018.0	/players/C/CookJa02.htm	77.0	254.0	April 7, 1987	B		14.863362723999122	7.0	2803449.0	76.3	18.3	0.4	4.0	0.588028169014085	0.0	False	58.0	tall
jared cook	2015	-0.049129797979797975	0.3576629744770396	33	J.Cook	STL	te	-76	-23.5	0	-1.4484807128572248	-1.2079355260532345	-1.2414511401373745	j cook	jared cook	6.0	2009.0	2018.0	/players/C/CookJa02.htm	77.0	254.0	April 7, 1987	B	8300441.0	15.931819203885464	7.0	2803449.0	76.3	18.3	0.4	6.0	0.0	1.411971830985915	False	58.0	tall
jared cook	2016	0.16128939393939395	0.41057465478232	33	J.Cook	GB	te	-15	-11.5	1	-0.5966880931376444	-0.5433756762187766	-1.1315924933193615	j cook	jared cook	7.0	2009.0	2018.0	/players/C/CookJa02.htm	77.0	254.0	April 7, 1987	B	2750000.0	14.827111469642755	10.0	314555.0	88.0	1.9	-0.108504513832	7.0	0.0	2.411971830985915	False	86.1	tall
jared cook	2017	0.23848333333333338	0.4496415943096605	12	J.Cook	OAK	te	53	2.1	2	0.2611485359480893	0.06990482128927822	-0.5423133088805785	j cook	jared cook	8.0	2009.0	2018.0	/players/C/CookJa02.htm	77.0	254.0	April 7, 1987	B	5300000.0	15.483217378522351	6.0	4577530.0	52.1	7.6	0.6444	8.0	0.0	3.411971830985915	False	44.5	tall
jared goff	2016	0.046287487443717856	0.44574429201038446	573	J.Goff	LAR	qb	-881	-74.8	5	-2.0968244920002097	-3.5339611355467686	-1.8013046811188125	j goff	jared goff	0.0	2016.0	2018.0	/players/G/GoffJa00.htm	76.0	222.0	October 14, 1994	W	5079577.0	15.44073854837118	4.0	13189366.0	55.0	6.7	0.4802	0.0	4.588028169014085	0.0	True	48.3	tall
jared goff	2017	0.1324851298880478	0.43039106566138663	604	J.Goff	LAR	qb	1125	24.0	28	1.15902438027067	1.2421786841109217	1.0631179521670115	j goff	jared goff	1.0	2016.0	2018.0	/players/G/GoffJa00.htm	76.0	222.0	October 14, 1994	W	6349471.0	15.663882060312032	11.0	13189366.0	55.0	6.7	0.4802	1.0	3.588028169014085	0.0	True	48.3	tall
jarvis landry	2014	0.21756883161512028	0.4066177386646687	97	J.Landry	MIA	wr	102	-0.8	5	-0.1102688411009455	-0.11087621847076673	0.029718319768477545	j landry	jarvis landry	0.0	2014.0	2018.0	/players/L/LandJa00.htm	71.0	206.0	November 28, 1992	B	631802.0	13.356331332903832	8.0	5926955.0	71.1	21.4	0.2956	0.0	4.588028169014085	0.0	True	49.699999999999996	short
jarvis landry	2015	0.1449632950191571	0.4366141034165599	174	J.Landry	MIA	wr	72	-7.1	4	-0.3949277800745466	-0.6396022296937126	-0.3583757258952226	j landry	jarvis landry	1.0	2014.0	2018.0	/players/L/LandJa00.htm	71.0	206.0	November 28, 1992	B	789753.0	13.579475517327582	6.0	5926955.0	71.1	21.4	0.2956	1.0	3.588028169014085	0.0	True	49.699999999999996	short
jarvis landry	2016	0.16333125168350165	0.43570815932852247	180	J.Landry	MIA	wr	174	4.8	4	0.524379493638141	0.2873172981120537	-0.1692419684081509	j landry	jarvis landry	2.0	2014.0	2018.0	/players/L/LandJa00.htm	71.0	206.0	November 28, 1992	B	947703.0	13.761796441011994	10.0	5926955.0	71.1	21.4	0.2956	2.0	2.588028169014085	0.0	False	49.699999999999996	short
jarvis landry	2017	0.09465223773034116	0.4034349976884398	261	J.Landry	MIA	wr	98	-4.9	9	-0.11254848032188564	-0.4241300616846868	1.7515349201374628	j landry	jarvis landry	3.0	2014.0	2018.0	/players/L/LandJa00.htm	71.0	206.0	November 28, 1992	B	1105654.0	13.915947573060397	6.0	5926955.0	71.1	21.4	0.2956	3.0	1.588028169014085	0.0	False	49.699999999999996	short
jason avant	2013	0.3208631578947368	0.3602021781205758	19	J.Avant	PHI	wr	-68	-24.5	2	-1.3779197135631875	-1.5916535482512455	-0.7964892514051626	j avant	jason avant	7.0	2006.0	2015.0	/players/A/AvanJa00.htm	72.0	210.0	April 20, 1983	B		14.863362723999122	10.0	6047721.0	67.5	20.9	0.6691	7.0	0.0	2.411971830985915	False	46.6	short
jason campbell	2013	0.05573548387096775	0.4499403704925158	62	J.Campbell	CLE	qb	-24	-12.2	11	-0.5609776767422918	-0.4712554751231817	-0.6124282560091273	j campbell	jason campbell	7.0	2006.0	2014.0	/players/C/CampJa00.htm	77.0	223.0	December 31, 1981	B		14.863362723999122	4.0	2061630.0	74.0	20.0	0.3499	7.0	0.0	2.411971830985915	False	54.0	tall
jason witten	2013	0.10265294486215538	0.43989388534936313	114	J.Witten	DAL	te	134	11.2	8	1.3184937260614065	0.4749851089932332	1.2592118343620031	j witten	jason witten	10.0	2003.0	2017.0	/players/W/WittJa00.htm	78.0	263.0	May 6, 1982	W		14.863362723999122	8.0	6957123.0	69.7	15.3	0.2624	10.0	0.0	5.411971830985915	False	54.400000000000006	tall
jason witten	2014	0.16882979865771816	0.39266769198442464	149	J.Witten	DAL	te	146	17.9	5	1.4236218678809918	1.1095456715905718	0.4732191525763498	j witten	jason witten	11.0	2003.0	2017.0	/players/W/WittJa00.htm	78.0	263.0	May 6, 1982	W	8412000.0	15.945169815804727	12.0	6957123.0	69.7	15.3	0.2624	11.0	0.0	6.411971830985915	False	54.400000000000006	tall
jason witten	2015	0.10820087209302325	0.41907867482214695	258	J.Witten	DAL	te	36	-1.9	3	-0.05934004263552092	-0.08860361530269344	-0.1920476901869971	j witten	jason witten	12.0	2003.0	2017.0	/players/W/WittJa00.htm	78.0	263.0	May 6, 1982	W	6112000.0	15.625764609828494	4.0	6957123.0	69.7	15.3	0.2624	12.0	0.0	7.411971830985915	False	54.400000000000006	tall
jason witten	2016	0.08920881991051449	0.4318851178445521	447	J.Witten	DAL	te	0	-7.2	3	-0.4249971906084639	-0.3447070833240002	-0.18516968072498646	j witten	jason witten	13.0	2003.0	2017.0	/players/W/WittJa00.htm	78.0	263.0	May 6, 1982	W	5862000.0	15.584001400252975	13.0	6957123.0	69.7	15.3	0.2624	13.0	0.0	8.411971830985916	False	54.400000000000006	tall
jason witten	2017	0.07034661233167971	0.4603872057563726	249	J.Witten	DAL	te	40	-0.4	5	0.08625815278285376	-0.060782344610765135	0.7342087874075525	j witten	jason witten	14.0	2003.0	2017.0	/players/W/WittJa00.htm	78.0	263.0	May 6, 1982	W	12262000.0	16.322015607304767	9.0	6957123.0	69.7	15.3	0.2624	14.0	0.0	9.411971830985916	False	54.400000000000006	tall
jay ajayi	2016	0.10683119646600778	0.4251540503501885	159	J.Ajayi	MIA	rb	185	9.3	8	0.9400000108128184	0.6019861222114952	0.342896348079736	j ajayi	jay ajayi	1.0	2015.0	2018.0	/players/A/AjayJa00.htm	72.0	223.0	June 15, 1993	B	580203.0	13.271133321286893	10.0	5926955.0	71.1	21.4	0.2956	1.0	3.588028169014085	0.0	True	49.699999999999996	short
jay cutler	2013	0.10337854661928415	0.4187356540754804	905	J.Cutler	CHI	qb	392	5.5	19	0.10540357261462824	0.4245798135059691	0.12741795930391225	j cutler	jay cutler	7.0	2006.0	2017.0	/players/C/CutlJa00.htm	75.0	225.0	April 29, 1983	W		14.863362723999122	8.0	9528396.0	66.3	16.9	0.5296	7.0	0.0	2.411971830985915	False	49.4	tall
jay cutler	2014	0.040014807673747176	0.41508645610112244	1226	J.Cutler	CHI	qb	398	-0.7	29	0.11656515792979692	0.09716269971054788	1.018383763687681	j cutler	jay cutler	8.0	2006.0	2017.0	/players/C/CutlJa00.htm	75.0	225.0	April 29, 1983	W	18500000.0	16.733281290048552	5.0	9528396.0	66.3	16.9	0.5296	8.0	0.0	3.411971830985915	False	49.4	tall
jay cutler	2015	0.10469753842208636	0.4215790653831558	747	J.Cutler	CHI	qb	659	8.6	21	0.5102697553718822	0.6018304853266759	-0.010534165029391009	j cutler	jay cutler	9.0	2006.0	2017.0	/players/C/CutlJa00.htm	75.0	225.0	April 29, 1983	W	16500000.0	16.61887093887081	6.0	9528396.0	66.3	16.9	0.5296	9.0	0.0	4.411971830985915	False	49.4	tall
jay cutler	2017	0.08254042517006789	0.4290140504180797	665	J.Cutler	MIA	qb	35	-9.9	19	-0.633523562621699	-0.5715611739959067	-0.02416177164015926	j cutler	jay cutler	11.0	2006.0	2017.0	/players/C/CutlJa00.htm	75.0	225.0	April 29, 1983	W	10000000.0	16.11809565095832	6.0	5926955.0	71.1	21.4	0.2956	11.0	0.0	6.411971830985915	False	49.699999999999996	tall
jeff cumberland	2013	0.2373857142857143	0.4488906425968233	14	J.Cumberland	NYJ	te	112	38.0	4	0.9933618665798905	2.148205848611664	-0.03815793437460602	j cumberland	jeff cumberland	3.0	2010.0	2017.0	/players/C/CumbJe00.htm	76.0	249.0	May 2, 1987	B		14.863362723999122	8.0	20031443.0	58.7	17.1	0.6183	3.0	1.588028169014085	0.0	False	41.6	tall
jeff cumberland	2014	0.21861527777777778	0.359895712269564	12	J.Cumberland	NYJ	te	-66	-29.3	3	-1.1957830617386078	-1.5402496987329959	-0.17502626191180065	j cumberland	jeff cumberland	4.0	2010.0	2017.0	/players/C/CumbJe00.htm	76.0	249.0	May 2, 1987	B	1900000.0	14.457364444136667	4.0	20031443.0	58.7	17.1	0.6183	4.0	0.588028169014085	0.0	False	41.6	tall
jeremy hill	2014	0.08004473684210528	0.44678647309326414	38	J.Hill	CIN	rb	204	12.6	9	1.1865337539017562	1.2222472536956714	1.0995339080463575	j hill	jeremy hill	0.0	2014.0	2018.0	/players/H/HillJe01.htm	73.0	230.0	October 20, 1992	B	682473.0	13.433478244819154	10.0	2146410.0	82.3	12.2	0.095227848102	0.0	4.588028169014085	0.0	True	70.1	tall
jeremy hill	2015	0.11697727272727274	0.4605009040929827	33	J.Hill	CIN	rb	85	0.1	11	0.2952968947311222	-0.0371723103283479	2.0950784112632714	j hill	jeremy hill	1.0	2014.0	2018.0	/players/H/HillJe01.htm	73.0	230.0	October 20, 1992	B	853091.0	13.656621503081436	12.0	2146410.0	82.3	12.2	0.095227848102	1.0	3.588028169014085	0.0	True	70.1	tall
jeremy hill	2016	-0.12756333333333333	0.38892921613921816	15	J.Hill	CIN	rb	34	-5.0	9	-0.3403866018536107	-0.3177616900505857	0.5869920534924293	j hill	jeremy hill	2.0	2014.0	2018.0	/players/H/HillJe01.htm	73.0	230.0	October 20, 1992	B	1023710.0	13.838943841347012	6.0	2146410.0	82.3	12.2	0.095227848102	2.0	2.588028169014085	0.0	False	70.1	tall
jeremy kerley	2013	0.2144462380952381	0.43134999601140944	35	J.Kerley	NYJ	wr	97	6.0	3	-0.1194875028366602	0.32192782436160905	-0.4848195443335772	j kerley	jeremy kerley	2.0	2011.0	2018.0	/players/K/KerlJe00.htm	69.0	188.0	November 8, 1988	B		14.863362723999122	8.0	20031443.0	58.7	17.1	0.6183	2.0	2.588028169014085	0.0	False	41.6	short
jeremy kerley	2014	0.16147614942528737	0.32153322179346505	29	J.Kerley	NYJ	wr	-51	-21.2	1	-1.1677533828118145	-1.438697490683426	-1.1193900446126497	j kerley	jeremy kerley	3.0	2011.0	2018.0	/players/K/KerlJe00.htm	69.0	188.0	November 8, 1988	B	2077062.0	14.546464953158994	4.0	20031443.0	58.7	17.1	0.6183	3.0	1.588028169014085	0.0	False	41.6	short
jeremy kerley	2016	0.32735852713178293	0.41941135430347914	43	J.Kerley	SF	wr	-124	-26.4	3	-1.8490117449774042	-1.7132624072607656	-0.5308043554619281	j kerley	jeremy kerley	5.0	2011.0	2018.0	/players/K/KerlJe00.htm	69.0	188.0	November 8, 1988	B	760000.0	13.541073712262516	2.0	4577530.0	52.1	7.6	0.7608918819033	5.0	0.0	0.41197183098591506	False	44.5	short
jeremy maclin	2014	0.09719846625766874	0.40539032067322633	163	J.Maclin	PHI	wr	222	7.4	10	0.7191307994565987	0.4228558615362826	1.4661037752448864	j maclin	jeremy maclin	4.0	2009.0	2017.0	/players/M/MaclJe00.htm	72.0	200.0	May 11, 1988	B	5468750.0	15.514560629088061	10.0	6047721.0	67.5	20.9	0.6691	5.0	0.0	0.41197183098591506	False	46.6	short
jeremy maclin	2015	0.058146012461059216	0.41982322127502664	214	J.Maclin	KC	wr	234	11.3	8	0.8917370679075756	0.575535735288124	0.8643179271590661	j maclin	jeremy maclin	5.0	2009.0	2017.0	/players/M/MaclJe00.htm	72.0	200.0	May 11, 1988	B	3400000.0	15.039285989586391	11.0	2070147.0	78.8	12.5	0.166447325913	6.0	0.0	1.411971830985915	False	66.3	short
jeremy maclin	2016	0.07860953815261043	0.39500439189209724	83	J.Maclin	KC	wr	50	-4.3	2	-0.4632061224300722	-0.29618511595501856	-0.8923667425157054	j maclin	jeremy maclin	6.0	2009.0	2017.0	/players/M/MaclJe00.htm	72.0	200.0	May 11, 1988	B	12400000.0	16.333207030575267	12.0	2070147.0	78.8	12.5	0.166447325913	7.0	0.0	2.411971830985915	False	66.3	short
jeremy maclin	2017	0.05901895833333337	0.43665439849535786	80	J.Maclin	BAL	wr	-36	-19.1	3	-1.2522749190120523	-1.3615918378463872	-0.4474724248526367	j maclin	jeremy maclin	7.0	2009.0	2017.0	/players/M/MaclJe00.htm	72.0	200.0	May 11, 1988	B	3500000.0	15.068273526459642	9.0	2780873.0	61.3	29.0	0.174403089993	8.0	0.0	3.411971830985915	False	32.3	short
jerick mckinnon	2016	0.17098	0.41087865956859926	10	J.McKinnon	MIN	rb	-15	-11.0	2	-0.7558762973546373	-0.7036698630276828	-1.1216778843964241	j mckinnon	jerick mckinnon	2.0	2014.0	2017.0	/players/M/McKiJe00.htm	69.0	205.0	May 3, 1992	B	738750.0	13.512714847702446	8.0	3488436.0	80.3	7.8	0.3531	2.0	2.588028169014085	0.0	False	72.5	short
jerick mckinnon	2017	0.02183000000000001	0.5291037685453477	10	J.McKinnon	MIN	rb	-24	-12.7	3	-0.9171003781086872	-0.9299179253786812	-0.5944020871572545	j mckinnon	jerick mckinnon	3.0	2014.0	2017.0	/players/M/McKiJe00.htm	69.0	205.0	May 3, 1992	B	828750.0	13.627673820482213	13.0	3488436.0	80.3	7.8	0.3531	3.0	1.588028169014085	0.0	False	72.5	short
jermaine kearse	2015	0.29445000000000005	0.4330643261976216	17	J.Kearse	SEA	wr	227	29.8	5	0.8361404386737802	1.7972777109492095	-0.05270231263165042	j kearse	jermaine kearse	3.0	2012.0	2018.0	/players/K/KearJe01.htm	73.0	209.0	February 6, 1990	B	2356000.0	14.672475823753615	10.0	3671095.0	71.1	5.6	0.504343873618	3.0	1.588028169014085	0.0	False	65.5	tall
jermaine kearse	2016	0.16096666666666665	0.3757164485312956	12	J.Kearse	SEA	wr	-114	-28.7	1	-1.7693677436815802	-1.8607410393876085	-1.2539291295694823	j kearse	jermaine kearse	4.0	2012.0	2018.0	/players/K/KearJe01.htm	73.0	209.0	February 6, 1990	B	2633333.0	14.783760902186856	10.0	3671095.0	71.1	5.6	0.504343873618	4.0	0.588028169014085	0.0	False	65.5	tall
jermaine kearse	2017	0.1400636363636364	0.47404486554065167	11	J.Kearse	NYJ	wr	146	5.2	5	0.2957117365223532	0.2426561312190579	0.2855300234773965	j kearse	jermaine kearse	5.0	2012.0	2018.0	/players/K/KearJe01.htm	73.0	209.0	February 6, 1990	B	2200000.0	14.603967918328545	5.0	20031443.0	58.7	17.1	0.6183	5.0	0.0	0.41197183098591506	False	41.6	tall
jermichael finley	2013	0.07149434882386689	0.4126908687509666	166	J.Finley	GB	te	68	25.8	3	0.3430981476168583	1.3865158104271549	-0.3625003765587583	j finley	jermichael finley	5.0	2008.0	2013.0	/players/F/FinlJe00.htm	76.0	240.0	March 26, 1987	B		14.863362723999122	8.0	314555.0	88.0	1.9	-0.108504513832	5.0	0.0	0.41197183098591506	False	86.1	tall
jerome simpson	2013	0.25691500000000006	0.31108056561238945	30	J.Simpson	MIN	wr	20	-10.1	1	-0.7067558678423729	-0.688192178886488	-1.108158958476748	j simpson	jerome simpson	5.0	2008.0	2015.0	/players/S/SimpJe00.htm	73.0	193.0	February 4, 1986	B		14.863362723999122	5.0	3488436.0	80.3	7.8	0.3531	5.0	0.0	0.41197183098591506	False	72.5	tall
jerricho cotchery	2013	0.12857142857142856	0.49061658918387335	14	J.Cotchery	PIT	wr	235	26.2	10	0.933019437043708	1.5892833563871716	1.6968684051675205	j cotchery	jerricho cotchery	9.0	2004.0	2015.0	/players/C/CotcJe00.htm	73.0	200.0	June 16, 1982	B		14.863362723999122	8.0	2354926.0	87.1	8.2	0.164075606407	9.0	0.0	4.411971830985915	False	78.89999999999999	tall
jerricho cotchery	2014	0.3169888888888888	0.39311443909149685	18	J.Cotchery	CHO	wr	55	-3.7	1	-0.4351170336526503	-0.29963512481472315	-1.1193900446126497	j cotchery	jerricho cotchery	10.0	2004.0	2015.0	/players/C/CotcJe00.htm	73.0	200.0	June 16, 1982	B	1700000.0	14.346138809026446	7.0	2381152.0	68.4	22.2	0.2987	10.0	0.0	5.411971830985915	False	46.2	tall
jerricho cotchery	2015	0.14941351351351345	0.4775985821227337	37	J.Cotchery	CHO	wr	112	14.8	3	-0.07723275588143003	0.8066761090618428	-0.6640491391587947	j cotchery	jerricho cotchery	11.0	2004.0	2015.0	/players/C/CotcJe00.htm	73.0	200.0	June 16, 1982	B	1950000.0	14.48333993053993	15.0	2381152.0	68.4	22.2	0.2987	11.0	0.0	6.411971830985915	False	46.2	tall
jesse james	2016	0.005958333333333325	0.5021020531151255	12	J.James	PIT	te	-26	-13.7	3	-0.7225947549923766	-0.6450200725835459	-0.18516968072498646	j james	jesse james	1.0	2015.0	2018.0	/players/J/JameJe00.htm	79.0	261.0	June 4, 1994	W	577228.0	13.265992614753788	11.0	2354926.0	87.1	8.2	0.164075606407	1.0	3.588028169014085	0.0	True	78.89999999999999	tall
jesse james	2017	0.010638131313131299	0.4359057242989877	66	J.James	PIT	te	-23	-12.8	3	-0.7612875502486723	-0.7089906874749801	-0.11680594345120147	j james	jesse james	2.0	2015.0	2018.0	/players/J/JameJe00.htm	79.0	261.0	June 4, 1994	W	667228.0	13.410887095572967	13.0	2354926.0	87.1	8.2	0.164075606407	2.0	2.588028169014085	0.0	False	78.89999999999999	tall
jimmy graham	2013	0.17777748663101606	0.389451737048846	187	J.Graham	NOP	te	223	15.7	16	2.6337998848729938	0.7559363525858802	3.853951371835221	j graham	jimmy graham	3.0	2010.0	2018.0	/players/G/GrahJi00.htm	79.0	265.0	November 24, 1986	W		14.863362723999122	11.0	1250247.0	58.2	34.9	0.66	3.0	1.588028169014085	0.0	False	23.300000000000004	tall
jimmy graham	2014	0.09077370370370369	0.4083277501266521	135	J.Graham	NOP	te	124	6.8	10	1.1517968280148072	0.4863946417051566	2.093832688796726	j graham	jimmy graham	4.0	2010.0	2018.0	/players/G/GrahJi00.htm	79.0	265.0	November 24, 1986	W	4000000.0	15.201804919084164	7.0	1250247.0	58.2	34.9	0.66	4.0	0.588028169014085	0.0	False	23.300000000000004	tall
jimmy graham	2015	0.09347837078651686	0.385533296960607	178	J.Graham	SEA	te	110	14.8	2	0.8584850430466763	0.7768057786572153	-0.5418488401704563	j graham	jimmy graham	5.0	2010.0	2018.0	/players/G/GrahJi00.htm	79.0	265.0	November 24, 1986	W		14.863362723999122	10.0	3671095.0	71.1	5.6	0.504343873618	5.0	0.0	0.41197183098591506	False	65.5	tall
jimmy graham	2016	0.13405422149122814	0.4338575859378568	152	J.Graham	SEA	te	204	25.1	6	1.9099990837883896	1.1476174633042038	1.2344645381665764	j graham	jimmy graham	6.0	2010.0	2018.0	/players/G/GrahJi00.htm	79.0	265.0	November 24, 1986	W	9000000.0	16.012735135300492	10.0	3671095.0	71.1	5.6	0.504343873618	6.0	0.0	1.411971830985915	False	65.5	tall
jimmy graham	2017	0.15895530785562645	0.38871339832383056	157	J.Graham	SEA	te	9	-6.0	10	-0.3307881455342464	-0.3535215962268622	2.8617456145544367	j graham	jimmy graham	7.0	2010.0	2018.0	/players/G/GrahJi00.htm	79.0	265.0	November 24, 1986	W	10000000.0	16.11809565095832	9.0	3671095.0	71.1	5.6	0.504343873618	7.0	0.0	2.411971830985915	False	65.5	tall
jj nelson	2017	0.23899166666666663	0.3030969675572889	12	J.J.Nelson	PHO	wr	48	-1.9	2	-0.5378195395346343	-0.2260747568617923	-0.8139736490176532	j j nelson	jj nelson	2.0	2015.0	2018.0	/players/N/NelsJJ00.htm	70.0	160.0	April 24, 1992	B		14.863362723999122	8.0	4486153.0	78.7	5.2	0.0345	2.0	2.588028169014085	0.0	False	73.5	short
joe flacco	2013	0.10945453615262087	0.39943176543483355	710	J.Flacco	BAL	qb	-296	-18.1	19	-0.9966884936295088	-0.7698672379995655	0.12741795930391225	j flacco	joe flacco	5.0	2008.0	2018.0	/players/F/FlacJo00.htm	78.0	245.0	January 16, 1985	W		14.863362723999122	8.0	2780873.0	61.3	29.0	0.174403089993	5.0	0.0	0.41197183098591506	False	32.3	tall
joe flacco	2014	0.12769903693656215	0.4157378988926412	537	J.Flacco	BAL	qb	987	15.5	27	1.1433845436907133	0.9694243162556176	0.8366032947130034	j flacco	joe flacco	6.0	2008.0	2018.0	/players/F/FlacJo00.htm	78.0	245.0	January 16, 1985	W	14800000.0	16.510137738734347	10.0	2780873.0	61.3	29.0	0.174403089993	6.0	0.0	1.411971830985915	False	32.3	tall
joe flacco	2015	0.08598913612225184	0.40939944132310624	528	J.Flacco	BAL	qb	17	-10.5	14	-0.7402149004729224	-0.6123105480172062	-0.6926213506824547	j flacco	joe flacco	7.0	2008.0	2018.0	/players/F/FlacJo00.htm	78.0	245.0	January 16, 1985	W		14.863362723999122	5.0	2780873.0	61.3	29.0	0.174403089993	7.0	0.0	2.411971830985915	False	32.3	tall
joe flacco	2016	0.088808027236334	0.39360886086280233	567	J.Flacco	BAL	qb	-155	-14.6	20	-0.9524698575724494	-0.6992581327497602	-0.14902880455299514	j flacco	joe flacco	8.0	2008.0	2018.0	/players/F/FlacJo00.htm	78.0	245.0	January 16, 1985	W	22550000.0	16.93124562391296	8.0	2780873.0	61.3	29.0	0.174403089993	8.0	0.0	3.411971830985915	False	32.3	tall
joe flacco	2017	0.021942538356740548	0.41678299573220595	868	J.Flacco	BAL	qb	-301	-19.3	18	-1.1860888000637504	-1.0744860904031095	-0.14497062984095602	j flacco	joe flacco	9.0	2008.0	2018.0	/players/F/FlacJo00.htm	78.0	245.0	January 16, 1985	W	24550000.0	17.016222412204804	9.0	2780873.0	61.3	29.0	0.174403089993	9.0	0.0	4.411971830985915	False	32.3	tall
joe mixon	2017	0.07551518018018018	0.4154962828239536	111	J.Mixon	CIN	rb	68	1.0	4	0.05341896475522945	0.1507067852355272	-0.2618199669621241	j mixon	joe mixon	0.0	2017.0	2018.0	/players/M/MixoJo00.htm	73.0	220.0	July 24, 1996	B	990940.0	13.806409266575072	7.0	2146410.0	82.3	12.2	0.095227848102	0.0	4.588028169014085	0.0	True	70.1	tall
john brown	2014	0.16223715277777775	0.4419247149981954	48	Jo.Brown	PHO	wr	1	-12.5	5	-0.8083468719035453	-0.8724207716515566	0.029718319768477545	jo brown	john brown	0.0	2014.0	2018.0	/players/B/BrowJo02.htm	71.0	178.0	April 3, 1990	B	555725.0	13.228028846559114	11.0	4486153.0	78.7	5.2	0.0345	0.0	4.588028169014085	0.0	True	73.5	short
john brown	2015	0.3259283333333334	0.24584624774767094	30	Jo.Brown	PHO	wr	352	29.9	7	1.8289373892772696	1.8038817216284588	0.5586445138954941	jo brown	john brown	1.0	2014.0	2018.0	/players/B/BrowJo02.htm	71.0	178.0	April 3, 1990	B	657725.0	13.396542189818366	13.0	4486153.0	78.7	5.2	0.0345	1.0	3.588028169014085	0.0	True	73.5	short
john brown	2016	0.16596363636363634	0.3546666188767341	11	Jo.Brown	PHO	wr	61	-1.9	2	-0.3755977210046663	-0.14229436938787865	-0.8923667425157054	jo brown	john brown	2.0	2014.0	2018.0	/players/B/BrowJo02.htm	71.0	178.0	April 3, 1990	B	747725.0	13.524790542299044	7.0	4486153.0	78.7	5.2	0.0345	2.0	2.588028169014085	0.0	False	73.5	short
johnny manziel	2015	0.038652770523164785	0.4119423972854358	943	J.Manziel	CLE	qb	-105	-18.4	7	-0.9778459409917172	-1.1144945356306444	-1.3747085363355185	j manziel	johnny manziel	1.0	2014.0	2015.0	/players/M/ManzJo00.htm	72.0	207.0	December 6, 1992	W	1874681.0	14.443949069578998	3.0	2061630.0	74.0	20.0	0.3499	1.0	3.588028169014085	0.0	True	54.0	short
joique bell	2013	0.34266166666666664	0.34494723276709754	30	J.Bell	DET	rb	78	2.0	8	0.15203720325868628	0.2682538742257108	0.7399774767600397	j bell	joique bell	4.0	2010.0	2016.0	/players/B/BellJo01.htm	71.0	220.0	August 4, 1986	B		14.863362723999122	7.0	4296731.0	69.9	22.4	0.3726	3.0	1.588028169014085	0.0	False	47.50000000000001	short
joique bell	2014	0.3013935483870967	0.3441506617122641	31	J.Bell	DET	rb	-59	-14.9	7	-1.2255658727160688	-1.2428855750526338	0.4691344674331126	j bell	joique bell	5.0	2010.0	2016.0	/players/B/BellJo01.htm	71.0	220.0	August 4, 1986	B	2300000.0	14.648419680899375	11.0	4296731.0	69.9	22.4	0.3726	4.0	0.588028169014085	0.0	False	47.50000000000001	short
jonathan stewart	2014	0.11868571428571428	0.5783901715532955	14	J.Stewart	CHO	rb	72	1.3	3	-0.0241018001421712	0.2093017640645496	-0.7916644137933774	j stewart	jonathan stewart	6.0	2008.0	2018.0	/players/S/StewJo00.htm	70.0	240.0	March 21, 1987	B	4585000.0	15.338300663672705	7.0	2381152.0	68.4	22.2	0.2987	6.0	0.0	1.411971830985915	False	46.2	short
jonathan stewart	2014	0.11868571428571428	0.5783901715532955	14	J.Stewart	CHO	rb	72	1.3	3	-0.0241018001421712	0.2093017640645496	-0.7916644137933774	j stewart	jonathan stewart	6.0	2008.0	2018.0	/players/S/StewJo00.htm	70.0	240.0	March 21, 1987	B	4585000.0	15.338300663672705	7.0	2381152.0	68.4	22.2	0.2987	6.0	0.0	1.411971830985915	False	46.2	short
